Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:39:43.078961,631,666
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:46:41.552495,665,567
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:46:45.015580,652,563
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:46:45.190739,652,563
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:46:45.382913,652,563
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:46:45.599111,652,563
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:46:46.895290,682,589
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:46:47.118494,682,589
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:46:47.318676,682,589
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:46:47.526866,682,589
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:47:13.758998,688,532
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:47:13.959180,688,532
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:47:14.135341,688,532
X coordinate,Y coordinate,Slope,Distance,Is_press
""
""
""
""
""
""
""
""
""
""
""
""
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:50:15.952704,630,571
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:50:17.270904,667,572
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:50:19.199489,706,557
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:50:19.398670,706,557
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:50:19.583838,706,557
X coordinate,Y coordinate,Slope,Distance,Is_press
Strat_time,Start_point:X,Start_point:Y
2020-11-21 17:52:49.136233,682,760
X coordinate,Y coordinate,Slope,Distance,Is_press
